timestamp,x,y,id
1753539110.067650795,2.423802614,-0.271706343,4
1753539110.067650795,1.571605086,-0.174938202,4
1753539110.067650795,2.221116304,0.148768201,4
1753539110.067650795,2.938707113,0.352121174,4
1753539110.067650795,0.740049124,-0.328546554,4
1753539110.067650795,1.955740213,-0.755461693,4
1753539110.067650795,3.983636141,-0.068820879,4
1753539110.067650795,2.559344530,-0.041977227,4
1753539110.067650795,3.401993275,0.013492596,4
1753539110.067650795,2.957791090,-0.177029043,4
1753539110.067650795,4.881293774,-0.316338927,4
1753539110.067650795,5.796455383,-0.680015385,4
1753539110.067650795,5.743847370,0.371072054,4
1753539110.067650795,6.323927402,0.712233543,4
1753539110.067650795,6.438453197,-0.786034584,4
1753539110.067650795,5.088774204,-0.745181739,4
1753539110.067650795,6.807605267,0.836888313,4
1753539110.067650795,6.044757366,-0.790101111,4
1753539110.067650795,5.359751701,-0.841291785,4
1753539110.067650795,7.498210907,-0.804151058,4
1753539110.067650795,7.911596775,0.367958307,4
1753539110.067650795,7.262984753,0.907315552,4
1753539110.067650795,7.038604736,-0.759409010,4
1753539110.067650795,7.747639179,-0.292375922,4
1753539110.067650795,7.580841541,0.360864103,4
1753539110.067650795,4.361341953,-0.536674380,4
1753539110.067650795,0.570370197,0.568092465,4
1753539110.067650795,0.576376736,-1.085188389,4
1753539110.067650795,-0.003012854,-0.401323676,4
1753539110.067650795,1.332314372,-0.919451833,4
1753539110.067650795,-0.622547269,-1.391628265,4
1753539110.067650795,-0.006458389,-1.188392997,4
1753539110.067650795,-1.491995573,-1.450778723,4
1753539110.067650795,-2.536124468,-0.603807628,4
1753539110.067650795,-2.319230080,-1.392952085,4
1753539110.067650795,-3.816135406,-0.354807317,4
1753539110.067650795,1.094015956,0.396638423,0
1753539110.067650795,1.775909543,0.650946021,0
1753539110.067650795,2.973396301,1.260103226,0
1753539110.067650795,3.662879944,-0.776233435,0
1753539110.067650795,2.860544205,-0.993614018,0
1753539110.067650795,2.360936165,-0.085651487,0
1753539110.067650795,5.332574844,0.711656153,0
1753539110.067650795,5.273473263,-1.390294671,0
1753539110.067650795,3.417623281,1.419740796,0
1753539110.067650795,4.152736187,1.674949527,0
1753539110.067650795,2.407468557,1.070350528,0
1753539110.067650795,4.394092083,-1.227090478,0
1753539110.067650795,3.953386307,0.728984177,0
1753539110.067650795,5.992283344,0.783653080,0
1753539110.067650795,4.610793114,0.493389338,0
1753539110.067650795,5.738711834,1.183142304,0
1753539110.067650795,3.337646008,0.849272132,0
1753539110.067650795,7.593258381,1.400091529,0
1753539110.067650795,7.143453121,-1.466940522,0
1753539110.067650795,6.113211155,-1.368267775,0
1753539110.067650795,6.464121342,1.504858732,0
1753539110.067650795,6.804514408,1.605268478,0
1753539110.067650795,8.157228470,-1.434943318,0
1753539110.067650795,7.605277538,-1.594956994,0
1753539110.067650795,8.076816559,1.352253795,0
1753539110.067650795,9.271599770,1.490264416,0
1753539110.067650795,8.075511932,1.891692877,0
1753539110.067650795,8.694966316,1.576593161,0
1753539110.067650795,8.252562523,-1.289767861,0
1753539110.067650795,9.295572281,0.139504030,0
1753539110.067650795,8.526734352,0.107315451,0
1753539110.067650795,8.326383591,0.520137310,0
1753539110.067650795,8.301412582,0.743186831,0
1753539110.067650795,8.447151184,-0.584726334,0
1753539110.067650795,4.818700314,-1.570765495,0
1753539110.067650795,1.597968817,1.242307901,0
1753539110.067650795,2.344971657,-1.330478311,0
1753539110.067650795,0.139884681,0.198742777,0
1753539110.067650795,-0.267769843,0.284996182,0
1753539110.067650795,0.166427910,-1.952148914,0
1753539110.067650795,1.650599957,-1.585774183,0
1753539110.067650795,0.951810539,-1.745878816,0
1753539110.067650795,-0.625668526,-2.108348370,0
1753539110.067650795,-1.611162305,-2.278363466,0
1753539110.067650795,-2.416528702,-0.061616704,0
1753539110.067650795,-2.288310051,-2.408398390,0
1753539110.067650795,-1.193532705,-2.331634521,0
1753539110.067650795,-2.318032265,-2.022369862,0
1753539110.067650795,-2.918156862,-1.497081041,0
1753539110.067650795,-2.850175858,-0.814356327,0
1753539110.067650795,-1.789233327,0.175581738,0
1753539110.067650795,4.654891014,1.154829621,0
1753539110.067650795,3.665504217,-0.982455134,2
1753539110.067650795,3.837100029,1.485766888,2
1753539110.067650795,4.806060314,1.063099980,2
1753539110.067650795,3.875587225,-1.045130491,2
1753539110.067650795,3.091021776,-1.191948295,2
1753539110.067650795,1.384080172,1.273549080,2
1753539110.067650795,-1.416091919,-2.304470301,2
1753539110.067650795,-3.327844143,-0.174059808,2
1753539110.067650795,-0.935901523,0.071590625,2
1753539110.067650795,0.515893281,0.629964530,2
1753539110.067650795,2.180135012,1.439792752,2
1753539110.067650795,8.931454659,1.305041552,1
1753539110.067650795,-0.488952965,-0.421245158,1
1753539110.067650795,-0.547176182,-0.387743264,1
1753539110.067650795,-1.479588151,-0.338346094,1
1753539110.067650795,-2.178235769,0.045964241,1
1753539110.067650795,-1.031575918,0.167483702,1
1753539110.067650795,-0.429226637,0.177836761,1
1753539110.352294683,2.423802614,-0.271706343,4
1753539110.352294683,1.571605086,-0.174938202,4
1753539110.352294683,2.221116304,0.148768201,4
1753539110.352294683,2.938707113,0.352121174,4
1753539110.352294683,0.740049124,-0.328546554,4
1753539110.352294683,1.955740213,-0.755461693,4
1753539110.352294683,3.983636141,-0.068820879,4
1753539110.352294683,2.559344530,-0.041977227,4
1753539110.352294683,3.401993275,0.013492596,4
1753539110.352294683,2.957791090,-0.177029043,4
1753539110.352294683,4.881293774,-0.316338927,4
1753539110.352294683,5.796455383,-0.680015385,4
1753539110.352294683,5.743847370,0.371072054,4
1753539110.352294683,6.323927402,0.712233543,4
1753539110.352294683,6.438453197,-0.786034584,4
1753539110.352294683,5.088774204,-0.745181739,4
1753539110.352294683,6.807605267,0.836888313,4
1753539110.352294683,6.044757366,-0.790101111,4
1753539110.352294683,5.359751701,-0.841291785,4
1753539110.352294683,7.498210907,-0.804151058,4
1753539110.352294683,7.911596775,0.367958307,4
1753539110.352294683,7.262984753,0.907315552,4
1753539110.352294683,7.038604736,-0.759409010,4
1753539110.352294683,7.747639179,-0.292375922,4
1753539110.352294683,7.580841541,0.360864103,4
1753539110.352294683,4.361341953,-0.536674380,4
1753539110.352294683,0.570370197,0.568092465,4
1753539110.352294683,0.576376736,-1.085188389,4
1753539110.352294683,-0.003012854,-0.401323676,4
1753539110.352294683,1.332314372,-0.919451833,4
1753539110.352294683,-0.622547269,-1.391628265,4
1753539110.352294683,-0.006458389,-1.188392997,4
1753539110.352294683,-1.491995573,-1.450778723,4
1753539110.352294683,-2.536124468,-0.603807628,4
1753539110.352294683,-2.319230080,-1.392952085,4
1753539110.352294683,-3.816135406,-0.354807317,4
1753539110.352294683,1.094015956,0.396638423,0
1753539110.352294683,1.775909543,0.650946021,0
1753539110.352294683,2.973396301,1.260103226,0
1753539110.352294683,3.662879944,-0.776233435,0
1753539110.352294683,2.860544205,-0.993614018,0
1753539110.352294683,2.360936165,-0.085651487,0
1753539110.352294683,5.332574844,0.711656153,0
1753539110.352294683,5.273473263,-1.390294671,0
1753539110.352294683,3.417623281,1.419740796,0
1753539110.352294683,4.152736187,1.674949527,0
1753539110.352294683,2.407468557,1.070350528,0
1753539110.352294683,4.394092083,-1.227090478,0
1753539110.352294683,3.953386307,0.728984177,0
1753539110.352294683,5.992283344,0.783653080,0
1753539110.352294683,4.610793114,0.493389338,0
1753539110.352294683,5.738711834,1.183142304,0
1753539110.352294683,3.337646008,0.849272132,0
1753539110.352294683,7.593258381,1.400091529,0
1753539110.352294683,7.143453121,-1.466940522,0
1753539110.352294683,6.113211155,-1.368267775,0
1753539110.352294683,6.464121342,1.504858732,0
1753539110.352294683,6.804514408,1.605268478,0
1753539110.352294683,8.157228470,-1.434943318,0
1753539110.352294683,7.605277538,-1.594956994,0
1753539110.352294683,8.076816559,1.352253795,0
1753539110.352294683,9.271599770,1.490264416,0
1753539110.352294683,8.075511932,1.891692877,0
1753539110.352294683,8.694966316,1.576593161,0
1753539110.352294683,8.252562523,-1.289767861,0
1753539110.352294683,9.295572281,0.139504030,0
1753539110.352294683,8.526734352,0.107315451,0
1753539110.352294683,8.326383591,0.520137310,0
1753539110.352294683,8.301412582,0.743186831,0
1753539110.352294683,8.447151184,-0.584726334,0
1753539110.352294683,4.818700314,-1.570765495,0
1753539110.352294683,1.597968817,1.242307901,0
1753539110.352294683,2.344971657,-1.330478311,0
1753539110.352294683,0.139884681,0.198742777,0
1753539110.352294683,-0.267769843,0.284996182,0
1753539110.352294683,0.166427910,-1.952148914,0
1753539110.352294683,1.650599957,-1.585774183,0
1753539110.352294683,0.951810539,-1.745878816,0
1753539110.352294683,-0.625668526,-2.108348370,0
1753539110.352294683,-1.611162305,-2.278363466,0
1753539110.352294683,-2.416528702,-0.061616704,0
1753539110.352294683,-2.288310051,-2.408398390,0
1753539110.352294683,-1.193532705,-2.331634521,0
1753539110.352294683,-2.318032265,-2.022369862,0
1753539110.352294683,-2.918156862,-1.497081041,0
1753539110.352294683,-2.850175858,-0.814356327,0
1753539110.352294683,-1.789233327,0.175581738,0
1753539110.352294683,4.654891014,1.154829621,0
1753539110.352294683,3.665504217,-0.982455134,2
1753539110.352294683,3.837100029,1.485766888,2
1753539110.352294683,4.806060314,1.063099980,2
1753539110.352294683,3.875587225,-1.045130491,2
1753539110.352294683,3.091021776,-1.191948295,2
1753539110.352294683,1.384080172,1.273549080,2
1753539110.352294683,-1.416091919,-2.304470301,2
1753539110.352294683,-3.327844143,-0.174059808,2
1753539110.352294683,-0.935901523,0.071590625,2
1753539110.352294683,0.515893281,0.629964530,2
1753539110.352294683,2.180135012,1.439792752,2
1753539110.352294683,8.931454659,1.305041552,1
1753539110.352294683,-0.488952965,-0.421245158,1
1753539110.352294683,-0.547176182,-0.387743264,1
1753539110.352294683,-1.479588151,-0.338346094,1
1753539110.352294683,-2.178235769,0.045964241,1
1753539110.352294683,-1.031575918,0.167483702,1
1753539110.352294683,-0.429226637,0.177836761,1
